Gene	Status
70858at314145	Single
70859at314145	Single
70865at314145	Single
70875at314145	Single
70889at314145	Single
70910at314145	Single
70916at314145	Single
70926at314145	Single
7092at314145	Single
7093at314145	Single
70940at314145	Single
70947at314145	Single
70949at314145	Single
70955at314145	Single
70965at314145	Single
70984at314145	Single
70989at314145	Single
71006at314145	Single
7100at314145	Single
71011at314145	Single
71023at314145	Single
71035at314145	Single
71041at314145	Single
71052at314145	Single
71055at314145	Single
71056at314145	Single
7105at314145	Single
71064at314145	Single
71073at314145	Single
71076at314145	Single
71086at314145	Single
71099at314145	Single
71111at314145	Single
71113at314145	Single
71118at314145	Single
7112at314145	Single
71134at314145	Single
71138at314145	Single
71148at314145	Single
71154at314145	Single
71167at314145	Single
71168at314145	Single
71176at314145	Single
71185at314145	Single
71188at314145	Single
71198at314145	Single
7119at314145	Single
71213at314145	Single
71223at314145	Single
71226at314145	Single
71228at314145	Single
71236at314145	Single
71248at314145	Single
71253at314145	Single
71261at314145	Single
71265at314145	Single
71288at314145	Single
71291at314145	Single
71299at314145	Single
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71310at314145	Duplicated
71312at314145	Single
71314at314145	Single
7131at314145	Single
71333at314145	Single
71336at314145	Single
71341at314145	Single
71344at314145	Single
71351at314145	Single
71353at314145	Single
71354at314145	Single
71363at314145	Single
71367at314145	Single
71377at314145	Single
71378at314145	Single
7140at314145	Single
71453at314145	Single
71462at314145	Single
71467at314145	Single
7146at314145	Single
71485at314145	Single
71489at314145	Single
71493at314145	Single
71501at314145	Single
71505at314145	Single
71507at314145	Single
71513at314145	Single
71526at314145	Single
71530at314145	Single
71540at314145	Single
71545at314145	Single
71549at314145	Single
7155at314145	Single
71578at314145	Single
7159at314145	Single
71600at314145	Single
71605at314145	Single
71606at314145	Single
71610at314145	Single
71623at314145	Single
71627at314145	Single
71633at314145	Single
71634at314145	Duplicated
71634at314145	Duplicated
71643at314145	Single
71674at314145	Single
71716at314145	Single
71720at314145	Single
71728at314145	Single
71730at314145	Single
71736at314145	Single
71741at314145	Single
71744at314145	Single
71755at314145	Single
71758at314145	Single
7176at314145	Single
71774at314145	Single
71779at314145	Single
71784at314145	Single
71798at314145	Single
71807at314145	Single
7180at314145	Single
71833at314145	Single
71842at314145	Single
71855at314145	Single
71856at314145	Single
71859at314145	Single
7185at314145	Single
71886at314145	Single
71927at314145	Single
71940at314145	Single
71944at314145	Single
7194at314145	Single
71956at314145	Single
71964at314145	Single
71966at314145	Single
71972at314145	Single
71984at314145	Single
7198at314145	Single
71999at314145	Single
72005at314145	Single
72007at314145	Single
72019at314145	Single
72022at314145	Single
72032at314145	Single
7203at314145	Single
72056at314145	Single
7205at314145	Single
72063at314145	Single
72073at314145	Single
72101at314145	Duplicated
72101at314145	Duplicated
72112at314145	Single
72117at314145	Single
72131at314145	Single
72141at314145	Single
72146at314145	Single
72156at314145	Single
72160at314145	Single
72165at314145	Single
72178at314145	Single
7218at314145	Single
72196at314145	Single
72207at314145	Single
72222at314145	Single
72224at314145	Single
72225at314145	Single
72226at314145	Single
72239at314145	Single
72243at314145	Single
72256at314145	Single
72266at314145	Single
72268at314145	Single
72270at314145	Single
72272at314145	Single
72276at314145	Single
72284at314145	Single
722at314145	Single
72316at314145	Single
72317at314145	Single
72324at314145	Single
72331at314145	Single
72345at314145	Single
72361at314145	Single
72387at314145	Single
72403at314145	Single
7243at314145	Single
72448at314145	Single
7245at314145	Single
72484at314145	Single
72513at314145	Single
72517at314145	Single
7251at314145	Single
72524at314145	Single
72528at314145	Single
72554at314145	Single
72555at314145	Single
72560at314145	Single
72570at314145	Single
72578at314145	Single
72588at314145	Single
72594at314145	Single
72606at314145	Single
72617at314145	Single
72621at314145	Single
72622at314145	Single
72623at314145	Single
72624at314145	Single
72626at314145	Single
72630at314145	Single
7263at314145	Single
72653at314145	Single
7266at314145	Single
72671at314145	Single
72675at314145	Single
72699at314145	Single
72705at314145	Single
7270at314145	Single
72719at314145	Single
72724at314145	Single
72735at314145	Single
72748at314145	Single
72754at314145	Single
72756at314145	Single
72768at314145	Single
72774at314145	Single
72788at314145	Single
7278at314145	Single
72808at314145	Single
72829at314145	Single
72834at314145	Single
72836at314145	Single
72838at314145	Single
72850at314145	Single
72866at314145	Single
7287at314145	Single
72885at314145	Single
7288at314145	Single
72893at314145	Single
72902at314145	Single
72903at314145	Single
72907at314145	Single
72928at314145	Single
72946at314145	Single
72953at314145	Single
72955at314145	Single
72968at314145	Single
72974at314145	Single
72976at314145	Single
72983at314145	Single
72992at314145	Single
73022at314145	Single
73031at314145	Single
7304at314145	Single
73051at314145	Single
7305at314145	Single
73069at314145	Single
73079at314145	Single
73081at314145	Single
73084at314145	Single
73086at314145	Single
73088at314145	Single
73091at314145	Single
73092at314145	Single
73110at314145	Single
73112at314145	Single
73126at314145	Single
73127at314145	Single
7312at314145	Single
73146at314145	Single
73161at314145	Single
73163at314145	Single
73172at314145	Single
73178at314145	Single
73179at314145	Single
73181at314145	Single
73189at314145	Single
73191at314145	Single
73200at314145	Single
73211at314145	Single
73215at314145	Single
7321at314145	Single
7322at314145	Single
7323at314145	Single
73264at314145	Single
73277at314145	Single
73279at314145	Single
73288at314145	Single
73291at314145	Single
7329at314145	Single
73310at314145	Single
73318at314145	Single
73330at314145	Single
73339at314145	Single
73341at314145	Single
73348at314145	Single
73356at314145	Single
73380at314145	Single
73398at314145	Single
73399at314145	Single
7339at314145	Single
733at314145	Single
73400at314145	Single
73412at314145	Single
73413at314145	Single
73426at314145	Single
73442at314145	Single
73449at314145	Single
73454at314145	Single
73474at314145	Single
73490at314145	Single
73498at314145	Single
73500at314145	Single
73506at314145	Single
73518at314145	Single
7352at314145	Single
73536at314145	Single
73553at314145	Single
7357at314145	Single
73593at314145	Single
73601at314145	Single
73606at314145	Single
7361at314145	Single
73639at314145	Single
73645at314145	Single
73647at314145	Single
73648at314145	Single
73650at314145	Single
73660at314145	Single
73664at314145	Single
73673at314145	Single
73678at314145	Single
73692at314145	Single
73713at314145	Single
73725at314145	Single
73735at314145	Single
73765at314145	Single
73770at314145	Single
73771at314145	Single
73773at314145	Single
73817at314145	Single
73818at314145	Single
73822at314145	Single
73853at314145	Single
73880at314145	Single
73892at314145	Single
73895at314145	Single
73896at314145	Single
73916at314145	Single
73920at314145	Single
73922at314145	Single
73923at314145	Single
73934at314145	Single
7395at314145	Single
73963at314145	Single
73972at314145	Single
73973at314145	Single
73997at314145	Duplicated
73997at314145	Duplicated
74015at314145	Single
74027at314145	Single
74034at314145	Single
74041at314145	Duplicated
74041at314145	Duplicated
74053at314145	Single
74055at314145	Single
74090at314145	Single
74125at314145	Single
74134at314145	Single
74147at314145	Single
74162at314145	Single
74167at314145	Single
74168at314145	Single
74178at314145	Single
74182at314145	Single
74187at314145	Single
7418at314145	Single
74194at314145	Single
7420at314145	Single
74239at314145	Single
74248at314145	Single
74253at314145	Single
74256at314145	Single
74282at314145	Single
7429at314145	Single
7431at314145	Single
74341at314145	Single
74377at314145	Single
74393at314145	Single
7439at314145	Single
743at314145	Single
74425at314145	Single
74428at314145	Single
74451at314145	Single
74483at314145	Single
74489at314145	Single
74492at314145	Single
74498at314145	Single
74506at314145	Single
74513at314145	Single
74515at314145	Single
74518at314145	Duplicated
74518at314145	Duplicated
7451at314145	Single
74523at314145	Single
74524at314145	Single
74526at314145	Single
74536at314145	Single
74542at314145	Single
74555at314145	Single
74556at314145	Single
74599at314145	Single
74620at314145	Single
74642at314145	Single
74658at314145	Single
74659at314145	Single
74662at314145	Single
74676at314145	Single
74678at314145	Single
74687at314145	Single
74689at314145	Single
74691at314145	Single
74721at314145	Single
74730at314145	Duplicated
74730at314145	Duplicated
74736at314145	Single
74740at314145	Single
74750at314145	Single
74761at314145	Single
74772at314145	Single
74777at314145	Single
7477at314145	Single
74789at314145	Single
74803at314145	Single
74815at314145	Single
74850at314145	Single
74857at314145	Single
74859at314145	Single
74862at314145	Single
74871at314145	Single
74879at314145	Single
74884at314145	Single
74888at314145	Single
74901at314145	Single
74902at314145	Single
74904at314145	Single
7491at314145	Single
74923at314145	Single
74929at314145	Single
74949at314145	Single
74953at314145	Single
74954at314145	Single
74955at314145	Single
74972at314145	Single
74978at314145	Single
74983at314145	Single
74984at314145	Single
74985at314145	Single
7498at314145	Single
75000at314145	Single
75009at314145	Single
75027at314145	Single
75029at314145	Single
75064at314145	Single
75071at314145	Single
75085at314145	Single
75087at314145	Single
75088at314145	Single
75114at314145	Single
75117at314145	Single
75119at314145	Single
75126at314145	Single
75127at314145	Single
75131at314145	Single
75135at314145	Single
75138at314145	Single
7514at314145	Single
75159at314145	Single
75204at314145	Single
75211at314145	Single
75221at314145	Single
75224at314145	Single
75225at314145	Single
75227at314145	Single
75233at314145	Single
75243at314145	Single
75326at314145	Single
75329at314145	Single
75336at314145	Single
75340at314145	Single
75341at314145	Single
75343at314145	Single
7534at314145	Single
75360at314145	Single
75371at314145	Single
75376at314145	Single
75380at314145	Single
75397at314145	Single
75399at314145	Single
75406at314145	Single
7540at314145	Single
75421at314145	Single
7545at314145	Single
75467at314145	Single
75468at314145	Single
75477at314145	Single
75479at314145	Single
75482at314145	Single
75483at314145	Single
75486at314145	Single
75497at314145	Single
754at314145	Single
75503at314145	Single
75508at314145	Single
7550at314145	Single
75510at314145	Single
75516at314145	Single
75524at314145	Single
75539at314145	Duplicated
75539at314145	Duplicated
7553at314145	Single
75549at314145	Single
75554at314145	Single
7561at314145	Single
75627at314145	Single
75630at314145	Single
75643at314145	Single
75655at314145	Single
75660at314145	Single
75664at314145	Single
7567at314145	Single
75689at314145	Single
75692at314145	Single
7569at314145	Single
75714at314145	Single
75726at314145	Single
75765at314145	Single
75780at314145	Single
75785at314145	Single
7578at314145	Single
75791at314145	Single
75801at314145	Single
75814at314145	Single
75816at314145	Single
75824at314145	Single
75831at314145	Single
75834at314145	Single
75851at314145	Duplicated
75851at314145	Duplicated
75875at314145	Single
75913at314145	Single
75919at314145	Single
75930at314145	Single
75945at314145	Single
75962at314145	Single
75972at314145	Single
76011at314145	Single
76015at314145	Single
76019at314145	Single
76022at314145	Single
76036at314145	Single
76039at314145	Single
76047at314145	Single
76058at314145	Single
76072at314145	Single
76079at314145	Single
76093at314145	Single
76138at314145	Single
76144at314145	Single
76145at314145	Single
76151at314145	Single
76173at314145	Single
76174at314145	Single
76185at314145	Single
76190at314145	Single
76198at314145	Single
76203at314145	Single
76256at314145	Single
7626at314145	Single
76274at314145	Single
76279at314145	Single
76289at314145	Single
76290at314145	Single
76307at314145	Single
76314at314145	Single
76315at314145	Single
76316at314145	Single
76330at314145	Single
76332at314145	Single
76345at314145	Single
76347at314145	Single
76354at314145	Single
7635at314145	Single
76381at314145	Single
76391at314145	Single
76410at314145	Single
76413at314145	Single
76419at314145	Single
76467at314145	Single
76471at314145	Single
76492at314145	Single
76496at314145	Single
76499at314145	Single
764at314145	Single
76520at314145	Single
76533at314145	Single
76537at314145	Single
76549at314145	Single
7654at314145	Single
76553at314145	Single
76558at314145	Single
76588at314145	Duplicated
76588at314145	Duplicated
76595at314145	Single
76648at314145	Single
76653at314145	Single
76656at314145	Single
76666at314145	Single
76686at314145	Single
76687at314145	Single
76688at314145	Single
76689at314145	Single
76694at314145	Single
76703at314145	Single
76704at314145	Single
76717at314145	Single
76742at314145	Single
76779at314145	Single
76793at314145	Single
76802at314145	Single
76803at314145	Single
76808at314145	Single
76824at314145	Single
76831at314145	Single
7683at314145	Single
76844at314145	Single
7685at314145	Single
76876at314145	Single
76896at314145	Single
76901at314145	Single
76907at314145	Single
7691at314145	Single
76922at314145	Single
76923at314145	Single
76938at314145	Single
76946at314145	Single
7696at314145	Single
769at314145	Single
77010at314145	Single
77031at314145	Single
77036at314145	Single
77043at314145	Single
77048at314145	Single
77052at314145	Single
77060at314145	Single
7706at314145	Single
77086at314145	Single
77093at314145	Single
77102at314145	Single
77109at314145	Single
7712at314145	Single
77137at314145	Single
7715at314145	Single
77166at314145	Duplicated
77166at314145	Duplicated
77166at314145	Duplicated
77169at314145	Single
77170at314145	Single
77178at314145	Single
7717at314145	Single
77180at314145	Single
77186at314145	Single
77208at314145	Single
77209at314145	Single
7720at314145	Single
77230at314145	Single
77231at314145	Single
77244at314145	Single
77269at314145	Single
77273at314145	Single
77275at314145	Single
77277at314145	Single
77287at314145	Single
77288at314145	Single
77292at314145	Single
77310at314145	Single
77316at314145	Single
77317at314145	Single
7731at314145	Single
77320at314145	Single
77321at314145	Single
77335at314145	Single
77338at314145	Single
77381at314145	Single
77392at314145	Single
773at314145	Single
77401at314145	Single
77404at314145	Single
77413at314145	Single
77416at314145	Single
77417at314145	Single
77431at314145	Single
77437at314145	Single
77442at314145	Single
77447at314145	Single
77458at314145	Single
7745at314145	Single
77513at314145	Single
77524at314145	Single
77534at314145	Single
77538at314145	Single
77551at314145	Single
77562at314145	Single
77568at314145	Single
77575at314145	Single
77583at314145	Single
77586at314145	Single
77589at314145	Single
7759at314145	Single
77603at314145	Single
77626at314145	Single
77627at314145	Single
77647at314145	Single
77655at314145	Single
7765at314145	Single
77668at314145	Single
77701at314145	Single
77711at314145	Single
77731at314145	Single
77732at314145	Single
77745at314145	Single
77750at314145	Single
77765at314145	Single
77774at314145	Single
77785at314145	Single
77838at314145	Single
77846at314145	Single
77859at314145	Single
77860at314145	Single
77871at314145	Single
77876at314145	Single
77896at314145	Single
77900at314145	Single
77923at314145	Single
77975at314145	Single
77977at314145	Single
77995at314145	Single
78005at314145	Single
78007at314145	Single
78019at314145	Single
78024at314145	Single
78049at314145	Single
7804at314145	Single
78053at314145	Single
7805at314145	Single
78100at314145	Single
78107at314145	Single
78109at314145	Single
78137at314145	Single
78139at314145	Single
78146at314145	Single
78147at314145	Single
78151at314145	Single
78161at314145	Single
78170at314145	Single
78171at314145	Single
78186at314145	Single
78190at314145	Single
78194at314145	Single
7819at314145	Single
78268at314145	Single
78278at314145	Single
78288at314145	Single
78289at314145	Single
78298at314145	Single
78300at314145	Single
78310at314145	Single
78311at314145	Single
78330at314145	Single
78373at314145	Single
78384at314145	Single
78395at314145	Single
783at314145	Single
78402at314145	Single
78411at314145	Fragmented
78412at314145	Single
78419at314145	Single
78438at314145	Duplicated
78438at314145	Duplicated
78454at314145	Single
78457at314145	Single
78471at314145	Single
78472at314145	Single
78480at314145	Single
78521at314145	Single
78542at314145	Single
78551at314145	Single
78563at314145	Single
78564at314145	Single
78569at314145	Single
78587at314145	Single
78597at314145	Single
7863at314145	Single
78653at314145	Single
78657at314145	Single
78665at314145	Single
78671at314145	Single
78675at314145	Single
78681at314145	Single
78682at314145	Single
78697at314145	Single
786at314145	Fragmented
78741at314145	Single
78743at314145	Single
78747at314145	Single
78761at314145	Single
78766at314145	Single
7876at314145	Single
78777at314145	Single
7877at314145	Single
78791at314145	Single
78804at314145	Single
78806at314145	Single
78813at314145	Single
78815at314145	Single
78820at314145	Single
78826at314145	Single
78840at314145	Single
7885at314145	Single
78873at314145	Single
788at314145	Single
78900at314145	Single
78908at314145	Single
78917at314145	Single
78938at314145	Single
7893at314145	Single
78942at314145	Single
78952at314145	Single
78957at314145	Single
78979at314145	Single
7897at314145	Single
7899at314145	Single
79014at314145	Single
79026at314145	Single
79034at314145	Single
79042at314145	Single
7904at314145	Single
79057at314145	Duplicated
79057at314145	Duplicated
79060at314145	Single
79064at314145	Single
79069at314145	Single
79073at314145	Single
79077at314145	Single
79095at314145	Single
79109at314145	Single
79134at314145	Single
79164at314145	Single
79167at314145	Single
79168at314145	Single
79187at314145	Single
79204at314145	Single
79206at314145	Single
79214at314145	Single
79218at314145	Single
79244at314145	Single
79248at314145	Single
7925at314145	Single
79261at314145	Single
7927at314145	Single
79287at314145	Single
79288at314145	Single
79289at314145	Single
79291at314145	Single
79293at314145	Single
79298at314145	Single
79324at314145	Single
79376at314145	Single
79377at314145	Single
79380at314145	Single
79386at314145	Single
79389at314145	Single
7938at314145	Single
79398at314145	Single
79411at314145	Single
79414at314145	Single
79417at314145	Single
79431at314145	Single
79435at314145	Single
79436at314145	Single
79451at314145	Single
79454at314145	Single
79459at314145	Single
79469at314145	Single
79500at314145	Single
79514at314145	Single
79519at314145	Single
79527at314145	Single
79531at314145	Single
79539at314145	Single
7953at314145	Single
79545at314145	Single
79549at314145	Single
7954at314145	Single
79550at314145	Single
79558at314145	Single
79569at314145	Single
79577at314145	Single
79583at314145	Single
79594at314145	Single
79607at314145	Single
79610at314145	Single
79614at314145	Single
79627at314145	Single
79647at314145	Single
79667at314145	Single
7966at314145	Single
79681at314145	Single
79683at314145	Single
79698at314145	Single
796at314145	Single
79701at314145	Single
79704at314145	Single
79707at314145	Single
79709at314145	Single
79718at314145	Single
7971at314145	Single
79724at314145	Single
79744at314145	Single
79757at314145	Single
79767at314145	Single
79769at314145	Single
79779at314145	Single
7977at314145	Single
79784at314145	Single
7987at314145	Single
79886at314145	Single
79891at314145	Single
79903at314145	Single
79905at314145	Single
79907at314145	Single
79914at314145	Single
79915at314145	Single
79923at314145	Single
79924at314145	Single
79925at314145	Single
79940at314145	Single
79948at314145	Single
7996at314145	Single
79995at314145	Single
79996at314145	Single
80014at314145	Single
80015at314145	Single
80024at314145	Single
80027at314145	Single
80037at314145	Single
80046at314145	Single
80052at314145	Single
80059at314145	Single
80089at314145	Single
80096at314145	Single
8011at314145	Single
80126at314145	Single
80136at314145	Single
80141at314145	Single
80150at314145	Single
80157at314145	Single
80167at314145	Single
80172at314145	Single
80186at314145	Single
801at314145	Single
80201at314145	Single
8021at314145	Single
80231at314145	Single
80241at314145	Single
80245at314145	Single
80252at314145	Single
80254at314145	Single
80264at314145	Single
80273at314145	Single
8027at314145	Single
80300at314145	Single
80301at314145	Single
80304at314145	Single
80307at314145	Single
8031at314145	Single
80377at314145	Single
80379at314145	Single
80400at314145	Single
80412at314145	Single
80418at314145	Single
80423at314145	Single
80424at314145	Single
8042at314145	Single
80437at314145	Single
80445at314145	Single
8044at314145	Single
80475at314145	Single
80479at314145	Single
80485at314145	Single
80487at314145	Single
80491at314145	Single
80494at314145	Single
80498at314145	Single
80499at314145	Single
8049at314145	Single
80502at314145	Single
80507at314145	Single
8050at314145	Single
80517at314145	Single
80531at314145	Single
80556at314145	Single
80558at314145	Single
80575at314145	Single
80606at314145	Single
80617at314145	Single
80620at314145	Single
80628at314145	Single
80648at314145	Single
80650at314145	Single
80652at314145	Single
80655at314145	Single
80659at314145	Single
80671at314145	Duplicated
80671at314145	Duplicated
80672at314145	Single
80686at314145	Single
80694at314145	Single
80755at314145	Single
80757at314145	Single
80760at314145	Single
80771at314145	Single
80781at314145	Single
80785at314145	Single
8082at314145	Single
80855at314145	Single
80869at314145	Single
8086at314145	Single
80903at314145	Single
80915at314145	Single
80957at314145	Single
80961at314145	Duplicated
80961at314145	Duplicated
80967at314145	Single
80974at314145	Single
80977at314145	Single
80980at314145	Single
80982at314145	Single
80989at314145	Single
80995at314145	Single
80999at314145	Single
81006at314145	Single
81012at314145	Single
81040at314145	Single
81058at314145	Single
81103at314145	Single
81105at314145	Single
81132at314145	Single
81135at314145	Single
81151at314145	Single
8116at314145	Single
81181at314145	Single
81199at314145	Single
8119at314145	Single
8122at314145	Single
8123at314145	Single
81248at314145	Single
81267at314145	Single
81276at314145	Single
81288at314145	Single
81332at314145	Single
81333at314145	Single
81358at314145	Single
81361at314145	Single
81364at314145	Single
81380at314145	Single
81381at314145	Single
81386at314145	Single
81389at314145	Single
813at314145	Single
81407at314145	Single
81409at314145	Single
81412at314145	Single
81414at314145	Single
81418at314145	Single
81423at314145	Single
81432at314145	Single
81433at314145	Single
81478at314145	Single
8148at314145	Single
81490at314145	Single
81491at314145	Single
81494at314145	Single
81502at314145	Single
81507at314145	Single
81508at314145	Single
81513at314145	Single
81522at314145	Single
81527at314145	Single
8152at314145	Single
81531at314145	Single
81540at314145	Single
81543at314145	Single
81544at314145	Single
81552at314145	Single
81558at314145	Single
81565at314145	Single
81584at314145	Single
81607at314145	Single
81611at314145	Single
8161at314145	Single
81648at314145	Single
81660at314145	Single
81670at314145	Single
81702at314145	Single
81712at314145	Single
81725at314145	Single
81738at314145	Single
8173at314145	Single
81750at314145	Single
81755at314145	Single
81760at314145	Single
81761at314145	Single
81772at314145	Single
81787at314145	Single
81788at314145	Single
81789at314145	Single
81790at314145	Single
81793at314145	Single
81798at314145	Single
81807at314145	Single
81822at314145	Single
81828at314145	Single
81833at314145	Single
81845at314145	Single
81847at314145	Single
81863at314145	Single
81891at314145	Single
81893at314145	Single
81899at314145	Single
818at314145	Single
81908at314145	Single
81917at314145	Single
81933at314145	Single
81996at314145	Single
82006at314145	Single
82017at314145	Single
82018at314145	Single
82029at314145	Duplicated
82029at314145	Duplicated
8202at314145	Single
82035at314145	Single
82039at314145	Single
82052at314145	Single
82054at314145	Single
82080at314145	Single
82083at314145	Single
82093at314145	Single
82114at314145	Single
82117at314145	Single
82132at314145	Single
82139at314145	Single
8213at314145	Single
82146at314145	Single
82159at314145	Single
82164at314145	Single
82194at314145	Single
82216at314145	Single
82217at314145	Single
82219at314145	Single
82220at314145	Single
82232at314145	Single
82247at314145	Single
82254at314145	Single
82271at314145	Single
82276at314145	Single
82277at314145	Single
82280at314145	Single
82299at314145	Single
8229at314145	Single
8230at314145	Single
82331at314145	Single
82349at314145	Single
82368at314145	Single
82369at314145	Single
82376at314145	Single
82380at314145	Single
82413at314145	Single
82424at314145	Single
82437at314145	Single
8243at314145	Single
82443at314145	Single
82444at314145	Single
82447at314145	Single
82448at314145	Single
82454at314145	Single
82461at314145	Single
82476at314145	Single
82481at314145	Single
824at314145	Single
82532at314145	Single
82539at314145	Single
82544at314145	Single
82556at314145	Single
8255at314145	Single
82586at314145	Single
82595at314145	Single
8259at314145	Single
82607at314145	Single
8263at314145	Single
82649at314145	Single
82650at314145	Single
82651at314145	Single
82655at314145	Single
82656at314145	Single
82664at314145	Single
8267at314145	Single
82680at314145	Single
82683at314145	Single
82689at314145	Single
82691at314145	Single
826at314145	Single
82702at314145	Single
82704at314145	Single
82705at314145	Single
82718at314145	Single
82732at314145	Single
82747at314145	Single
82750at314145	Single
82757at314145	Single
82758at314145	Single
82759at314145	Single
8275at314145	Single
82762at314145	Single
82767at314145	Single
82772at314145	Single
82788at314145	Single
8279at314145	Single
82810at314145	Single
82811at314145	Single
82812at314145	Single
82820at314145	Single
82822at314145	Single
82823at314145	Single
82825at314145	Single
82855at314145	Single
82862at314145	Single
82874at314145	Single
82887at314145	Single
82935at314145	Single
82936at314145	Single
82940at314145	Single
82946at314145	Single
8294at314145	Single
8295at314145	Single
82964at314145	Single
82984at314145	Single
82987at314145	Single
83024at314145	Single
83029at314145	Single
83047at314145	Single
83065at314145	Single
83085at314145	Single
83089at314145	Single
83111at314145	Single
8313at314145	Single
83148at314145	Single
83161at314145	Single
83166at314145	Single
83183at314145	Single
83184at314145	Single
83188at314145	Single
83202at314145	Single
83210at314145	Single
83212at314145	Single
83218at314145	Single
83219at314145	Single
83222at314145	Single
8322at314145	Single
83242at314145	Single
8324at314145	Single
83264at314145	Single
83270at314145	Single
832at314145	Single
83301at314145	Single
83308at314145	Single
83309at314145	Single
83324at314145	Single
83346at314145	Single
83369at314145	Single
83375at314145	Single
83378at314145	Single
83381at314145	Single
83384at314145	Single
83400at314145	Single
83401at314145	Single
83402at314145	Single
8341at314145	Single
83435at314145	Single
83437at314145	Single
83444at314145	Single
83476at314145	Single
83478at314145	Single
83489at314145	Single
83497at314145	Single
8350at314145	Single
83551at314145	Single
83558at314145	Single
83570at314145	Single
8360at314145	Single
83610at314145	Duplicated
83610at314145	Duplicated
83620at314145	Single
83627at314145	Single
83636at314145	Single
83646at314145	Single
83650at314145	Single
83652at314145	Single
83657at314145	Single
8366at314145	Single
8368at314145	Single
83710at314145	Single
83713at314145	Single
83716at314145	Single
83734at314145	Single
83735at314145	Single
83739at314145	Single
83740at314145	Single
83749at314145	Single
83751at314145	Single
83753at314145	Single
83805at314145	Single
83809at314145	Single
8381at314145	Single
83833at314145	Single
83841at314145	Single
8384at314145	Single
83852at314145	Single
83855at314145	Single
83860at314145	Single
83865at314145	Single
83869at314145	Single
83878at314145	Single
83885at314145	Single
83898at314145	Single
8390at314145	Single
83911at314145	Single
83921at314145	Single
83927at314145	Single
83952at314145	Duplicated
83952at314145	Duplicated
8395at314145	Single
83965at314145	Single
83971at314145	Single
83976at314145	Single
83985at314145	Single
83992at314145	Single
83995at314145	Single
84011at314145	Single
8402at314145	Single
84053at314145	Single
84058at314145	Single
84096at314145	Single
84101at314145	Single
84122at314145	Single
84127at314145	Single
8412at314145	Single
8413at314145	Single
8414at314145	Single
8415at314145	Single
84165at314145	Single
84173at314145	Single
84174at314145	Single
84175at314145	Single
841at314145	Single
84205at314145	Single
84208at314145	Single
84210at314145	Single
84223at314145	Single
8422at314145	Single
84235at314145	Single
84243at314145	Single
84271at314145	Single
84288at314145	Single
84293at314145	Single
84319at314145	Single
84323at314145	Single
84329at314145	Single
84330at314145	Single
84339at314145	Single
84372at314145	Single
84376at314145	Single
84378at314145	Single
84386at314145	Single
84397at314145	Single
8439at314145	Single
84407at314145	Single
8440at314145	Single
84411at314145	Single
8441at314145	Single
84432at314145	Single
84436at314145	Single
8447at314145	Single
84483at314145	Single
8448at314145	Single
84497at314145	Single
84501at314145	Single
84510at314145	Single
84520at314145	Single
84524at314145	Single
84525at314145	Single
84535at314145	Single
84539at314145	Single
84554at314145	Single
84560at314145	Single
84562at314145	Single
84589at314145	Single
8459at314145	Single
84604at314145	Single
84606at314145	Single
8460at314145	Single
84638at314145	Single
84639at314145	Single
84643at314145	Single
84644at314145	Single
84647at314145	Single
84659at314145	Single
84668at314145	Single
84669at314145	Single
84699at314145	Single
84700at314145	Single
84702at314145	Single
84705at314145	Single
84713at314145	Single
84728at314145	Single
84729at314145	Single
84743at314145	Single
84747at314145	Single
84755at314145	Single
84759at314145	Single
84764at314145	Single
84767at314145	Single
84774at314145	Single
8477at314145	Single
84782at314145	Single
84789at314145	Single
847at314145	Single
84803at314145	Single
84815at314145	Single
84821at314145	Duplicated
84821at314145	Duplicated
84823at314145	Single
84829at314145	Single
84835at314145	Single
84843at314145	Single
84845at314145	Single
84873at314145	Single
84884at314145	Single
84887at314145	Single
84888at314145	Single
84924at314145	Single
84936at314145	Single
8494at314145	Single
84958at314145	Single
84964at314145	Single
84966at314145	Single
85006at314145	Single
85009at314145	Single
85018at314145	Single
85033at314145	Single
85043at314145	Single
85061at314145	Single
85066at314145	Single
85076at314145	Single
85085at314145	Single
8509at314145	Single
85103at314145	Single
85106at314145	Single
85115at314145	Single
85120at314145	Single
85121at314145	Single
85123at314145	Single
8512at314145	Single
85130at314145	Fragmented
85144at314145	Single
85153at314145	Single
8515at314145	Single
85172at314145	Single
85185at314145	Duplicated
85185at314145	Duplicated
85220at314145	Single
85223at314145	Single
85226at314145	Single
85234at314145	Single
85235at314145	Single
85247at314145	Single
85251at314145	Single
85264at314145	Single
8526at314145	Single
85270at314145	Single
85288at314145	Single
85293at314145	Single
8529at314145	Single
