Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
81702at314145	Single	OW443380.1	16904438	16912765	+	1626	255	0.9877	0.9908256880733946	0	81702at314145_9838_0:0014bc	16904439_16904515_+|16906632_16906723_+|16907612_16907704_+|16908387_16908484_+|16909057_16909137_+|16911090_16911181_+|16912330_16912768_+
81712at314145	Single	OW443379.1	284173	290986	-	1170	238	0.7151	1.0	0	81712at314145_109478_0:000bba	290794_290986_-|286885_287303_-|284873_285109_-|284171_284323_-
81725at314145	Duplicated	OW443379.1	46251095	46252127	-	1711	305	0.9593	1.0	0	81725at314145_419612_0:000f72	46251093_46252127_-
81725at314145	Duplicated	OW443362.1	73090916	73091948	+	1711	305	0.9593	1.0	0	81725at314145_419612_0:000f72	73090917_73091951_+
81738at314145	Single	OW443378.1	10594634	10601266	+	3281	421	0.9391	1.0	0	81738at314145_118797_0:003ca3	10594635_10596149_+|10600827_10601269_+
8173at314145	Single	OW443362.1	101852818	101918927	-	6265	1119	0.9606	1.0	0	8173at314145_225400_0:00078f	101918814_101918927_-|101915811_101916006_-|101913214_101913304_-|101911881_101911966_-|101910690_101910844_-|101909180_101909281_-|101907897_101908058_-|101906384_101906505_-|101905022_101905123_-|101896408_101896494_-|101895725_101895800_-|101895532_101895641_-|101894717_101894802_-|101892221_101892346_-|101891860_101891981_-|101891406_101891588_-|101886041_101886182_-|101885213_101885436_-|101879145_101879272_-|101878450_101878564_-|101874784_101874891_-|101874578_101874694_-|101871350_101871517_-|101868808_101868981_-|101867440_101867512_-|101865709_101865828_-|101864746_101864808_-|101861009_101861149_-|101857736_101857861_-|101852816_101852928_-
81750at314145	Single	OW443380.1	55730951	55743873	-	1766	312	0.9639	1.0	0	81750at314145_118797_0:003ecb	55743670_55743873_-|55741335_55741539_-|55739384_55739608_-|55735431_55735586_-|55735242_55735338_-|55734659_55734770_-|55730949_55731023_-
81755at314145	Single	OW443367.1	17702879	17735346	-	1654	339	0.7575	1.0	0	81755at314145_43346_0:0042de	17735238_17735346_-|17722715_17722816_-|17721675_17721827_-|17720271_17720315_-|17715280_17715378_-|17715138_17715173_-|17714580_17714678_-|17714424_17714486_-|17706688_17706732_-|17705663_17705761_-|17704867_17704911_-|17704203_17704379_-|17702877_17703007_-
81760at314145	Single	OW443371.1	102754365	102755782	-	1493	190	0.9856	1.0	0	81760at314145_9739_0:003e2f	102755395_102755782_-|102755025_102755129_-|102754818_102754939_-|102754586_102754726_-|102754363_102754443_-
81761at314145	Single	OW443377.1	18692526	18712134	+	1123	172	0.9533	1.0	0	81761at314145_186990_0:0012dc	18692527_18692799_+|18710776_18710894_+|18711764_18711896_+|18712018_18712137_+
81772at314145	Single	OW443368.1	6079618	6092694	-	1315	243	0.8953	1.0	0	81772at314145_109478_0:001611	6092656_6092694_-|6092265_6092337_-|6085639_6085776_-|6085257_6085434_-|6084607_6084667_-|6080026_6080103_-|6079851_6079954_-|6079616_6079769_-
81787at314145	Single	OW443376.1	16818290	16824403	+	1412	251	0.9178	1.0	0	81787at314145_109478_0:00272a	16818291_16818367_+|16821313_16821426_+|16823719_16824406_+
81788at314145	Single	OW443366.1	93644692	93713805	+	1245	216	0.8655	1.0	0	81788at314145_9615_0:001f5c	93644693_93644756_+|93665114_93665270_+|93682058_93682242_+|93683054_93683141_+|93688813_93688930_+|93713593_93713805_+
81789at314145	Single	OW443373.1	52974277	52982118	-	1352	261	0.8655	0.9863945578231292	0	81789at314145_74533_0:002018	52982007_52982118_-|52981487_52981727_-|52980494_52980559_-|52979394_52979457_-|52978460_52978561_-|52976856_52977056_-|52975091_52975135_-|52974275_52974316_-
81790at314145	Single	OW443368.1	11781747	11789660	-	1443	250	0.9223	1.0	0	81790at314145_109478_0:004938	11789472_11789660_-|11784706_11784766_-|11784130_11784243_-|11783786_11783862_-|11783444_11783550_-|11783202_11783267_-|11782993_11783122_-|11781745_11781891_-
81793at314145	Single	OW443377.1	3328067	3351732	-	1436	238	0.9562	1.0	0	81793at314145_291302_0:002154	3351685_3351732_-|3349397_3349459_-|3344512_3344617_-|3339517_3339604_-|3336394_3336539_-|3335200_3335256_-|3333373_3333530_-|3330622_3330768_-|3328068_3328145_-
81798at314145	Single	OW443367.1	91652419	91759566	-	1578	228	0.9934	1.0	0	81798at314145_132908_0:0025d6	91759465_91759566_-|91718604_91719237_-|91665995_91666118_-|91652417_91652468_-
81807at314145	Single	OW443370.1	73153005	73169359	+	1571	221	0.9904	1.0	0	81807at314145_310752_0:004758	73153006_73153050_+|73153830_73153986_+|73156314_73156412_+|73156752_73156814_+|73158190_73158314_+|73160572_73160793_+|73162234_73162314_+|73169219_73169362_+
81822at314145	Single	OW443363.1	123194151	123240783	+	1452	270	0.8981	1.0	0	81822at314145_109478_0:002a2b	123194152_123194283_+|123217443_123217571_+|123218648_123218805_+|123225366_123225492_+|123229317_123229406_+|123234047_123234119_+|123239574_123239690_+|123240668_123240786_+
81828at314145	Single	OW443368.1	11588907	11589854	-	1184	276	0.7571	1.0	0	81828at314145_30521_0:000e26	11588908_11589854_-
81833at314145	Single	OW443360.1	123689125	123724671	+	1314	215	0.9051	0.9856115107913669	0	81833at314145_29078_0:001f92	123689126_123689260_+|123696574_123696698_+|123703502_123703610_+|123716115_123716235_+|123721119_123721158_+|123722636_123722739_+|123724484_123724671_+
81845at314145	Single	OW443375.1	362315	376208	-	898	185	0.6714	0.9355932203389831	0	81845at314145_9407_0:00423b	376108_376208_-|373324_373366_-|371920_372096_-|371247_371359_-|368000_368084_-|363616_363686_-|362316_362553_-
81847at314145	Single	OW443378.1	77650074	77715609	+	1310	264	0.8431	1.0	0	81847at314145_59538_0:0037ec	77650075_77650187_+|77663146_77663272_+|77692017_77692178_+|77695735_77695923_+|77709886_77709991_+|77715037_77715143_+|77715499_77715612_+
81863at314145	Single	OW443362.1	80536403	80566366	+	1086	190	1.0	0.8481012658227848	0	81863at314145_9796_0:0031fb	80536404_80536591_+|80539447_80539651_+|80566157_80566366_+
81891at314145	Single	OW443362.1	120967900	120974914	-	1439	221	0.9742	1.0	0	81891at314145_118797_0:001152	120974531_120974914_-|120971727_120971877_-|120971321_120971413_-|120969296_120969364_-|120967898_120968016_-
81893at314145	Single	OW443360.1	185095302	185096121	-	1178	230	0.8059	1.0	0	81893at314145_109478_0:0020c4	185095300_185096121_-
81899at314145	Single	OW443360.1	197360728	197361562	-	994	235	0.7348	0.992619926199262	0	81899at314145_34882_0:002f04	197360729_197361562_-
818at314145	Single	OW443372.1	47500884	47685657	+	14914	2633	0.9158	1.0	0	818at314145_29078_0:0000ee	47500885_47501023_+|47557983_47558172_+|47563204_47563278_+|47566998_47567158_+|47571999_47572098_+|47576587_47576681_+|47577255_47577359_+|47578362_47578446_+|47578534_47578682_+|47588749_47588868_+|47591598_47591835_+|47604044_47604186_+|47604825_47608992_+|47612251_47613164_+|47614960_47615039_+|47616368_47616493_+|47628711_47628903_+|47630063_47630174_+|47635909_47636024_+|47639427_47639545_+|47646340_47646458_+|47650894_47651035_+|47652649_47652893_+|47653833_47653941_+|47655798_47656004_+|47665011_47665120_+|47671623_47671737_+|47675799_47675936_+|47677751_47677941_+|47678626_47678872_+|47681105_47681314_+|47685520_47685660_+
81908at314145	Single	OW443366.1	73282025	73289848	-	1524	283	0.9965	0.986159169550173	0	81908at314145_89399_0:00195e	73289382_73289848_-|73285251_73285430_-|73282026_73282233_-
81917at314145	Single	OW443361.1	75124244	75127229	-	1329	250	0.861	0.9932659932659933	0	81917at314145_9874_0:003525	75126948_75127229_-|75124245_75124847_-
81933at314145	Single	OW443379.1	2832908	2833805	-	1451	242	0.9498	1.0	0	81933at314145_419612_0:002bb7	2832906_2833805_-
81996at314145	Single	OW443367.1	116260577	116262652	-	1773	268	0.9828	1.0	0	81996at314145_89462_0:000bc6	116262130_116262652_-|116260575_116261098_-
82006at314145	Single	OW443367.1	76892918	76906186	-	1618	336	0.7899	1.0	0	82006at314145_29073_0:000df3	76906097_76906186_-|76901629_76901860_-|76901419_76901491_-|76899889_76899982_-|76898947_76899061_-|76897078_76897303_-|76893764_76893940_-|76892919_76893039_-
82017at314145	Single	OW443379.1	43842403	43846764	+	1243	217	0.9098	1.0	0	82017at314145_109478_0:000fff	43842404_43842511_+|43843400_43843524_+|43844616_43844715_+|43845548_43845601_+|43845854_43845982_+|43846307_43846377_+|43846599_43846767_+
82018at314145	Single	OW443371.1	95714112	95721934	-	1093	178	0.877	1.0	0	82018at314145_42254_0:002191	95721848_95721934_-|95719635_95719752_-|95718241_95718317_-|95718018_95718109_-|95717723_95717822_-|95715523_95715598_-|95714110_95714312_-
82029at314145	Single	OW443380.1	38278509	38279121	-	1000	180	0.9118	0.8192771084337349	0	82029at314145_59463_0:004c69	38278507_38279121_-
8202at314145	Single	OW443360.1	195375323	195421247	-	5705	978	0.8736	0.9866562009419152	0	8202at314145_9685_0:0022f0	195420498_195421247_-|195419888_195420021_-|195401335_195401527_-|195400576_195400718_-|195396783_195396975_-|195394911_195395047_-|195394307_195394508_-|195393814_195393947_-|195391462_195391630_-|195390708_195391175_-|195389751_195389957_-|195383755_195383919_-|195380953_195381167_-|195379566_195379728_-|195378775_195378861_-|195377330_195377550_-|195375321_195375515_-
82035at314145	Single	OW443364.1	140178071	140185236	+	1213	256	0.8598	0.7633802816901408	0	82035at314145_143302_0:0004b7	140178072_140178348_+|140180188_140180295_+|140184809_140185236_+
82039at314145	Single	OW443360.1	198038034	198047386	-	1307	220	0.8591	1.0	0	82039at314145_109478_0:0044e3	198047223_198047386_-|198042452_198042581_-|198041706_198041793_-|198040743_198040885_-|198040480_198040572_-|198039696_198039893_-|198038032_198038091_-
82052at314145	Single	OW443367.1	102056983	102130059	-	1492	255	0.9799	1.0	0	82052at314145_118797_0:0000da	102129883_102130059_-|102129201_102129413_-|102121953_102122091_-|102121322_102121380_-|102058208_102058325_-|102057525_102057643_-|102056981_102057055_-
82054at314145	Duplicated	OW443381.1	19943575	19944349	-	817	231	0.6279	1.0	0	82054at314145_9407_0:004618	19943576_19944349_-
82054at314145	Duplicated	OW443367.1	19149593	19150367	-	817	231	0.6279	1.0	0	82054at314145_9407_0:004618	19149594_19150367_-
82080at314145	Single	OW443374.1	8509112	8539835	-	1594	283	0.9811	1.0	0	82080at314145_118797_0:000e23	8539503_8539835_-|8527598_8527648_-|8511861_8512373_-|8509110_8509166_-
82083at314145	Single	OW443380.1	43442309	43444601	+	1074	281	0.6815	0.739454094292804	0	82083at314145_291302_0:003eb5	43442310_43442379_+|43442474_43442551_+|43442858_43442917_+|43443174_43443632_+|43444078_43444190_+|43444440_43444601_+
82093at314145	Single	OW443371.1	2070156	2075977	-	1591	307	0.8054	1.0	0	82093at314145_109478_0:001a5a	2075911_2075977_-|2073191_2073781_-|2070154_2070608_-
82114at314145	Single	OW443367.1	5951195	5951969	-	1320	191	0.9419	0.911660777385159	0	82114at314145_9668_0:002446	5951193_5951969_-
82117at314145	Single	OW443374.1	55264541	55292270	+	1276	205	0.9842	0.8161290322580645	0	82117at314145_310752_0:004163	55264542_55264578_+|55266129_55266184_+|55266734_55266790_+|55267992_55268066_+|55270958_55271029_+|55278750_55278839_+|55287091_55287207_+|55287758_55287787_+|55288165_55288202_+|55288589_55288668_+|55292164_55292273_+
82132at314145	Single	OW443369.1	4718331	4727555	+	1111	223	0.7964	0.9194630872483222	0	82132at314145_132908_0:003660	4718332_4718413_+|4726837_4727558_+
82139at314145	Single	OW443381.1	14870536	14871343	+	951	254	0.7249	1.0	0	82139at314145_186990_0:001d56	14870537_14871346_+
8213at314145	Single	OW443361.1	82845229	83292230	-	6898	1147	0.9586	0.9985734664764622	0	8213at314145_419612_0:0003ce	83292113_83292230_-|83289509_83289579_-|83278918_83279115_-|83230336_83230436_-|83226001_83226117_-|83215700_83215860_-|83199423_83199685_-|83196400_83196615_-|83185429_83185599_-|83184642_83184717_-|83184328_83184445_-|83183942_83184053_-|83180471_83180611_-|83165009_83165164_-|83159734_83159876_-|83153762_83153843_-|83151578_83151730_-|83150678_83150785_-|83120452_83120588_-|83088781_83088846_-|83079418_83079544_-|83009207_83009322_-|82985188_82985311_-|82929514_82929746_-|82917084_82917239_-|82890332_82890569_-|82885062_82885211_-|82851470_82851661_-|82847617_82847668_-|82845227_82845330_-
82146at314145	Single	OW443368.1	50506583	50530319	-	1527	212	0.9759	1.0	0	82146at314145_186990_0:001aff	50530113_50530319_-|50510399_50510546_-|50509674_50509777_-|50508914_50509031_-|50507054_50507106_-|50506581_50506826_-
82158at314145	Single	OW443365.1	27521811	27522726	-	1313	252	0.8656	1.0	0	82158at314145_109478_0:004892	27521809_27522726_-
82159at314145	Single	OW443361.1	127350797	127370907	+	1395	251	0.8915	1.0	0	82159at314145_9874_0:0003f2	127350798_127350897_+|127352753_127352805_+|127353310_127353384_+|127357976_127358091_+|127359142_127359202_+|127359922_127359950_+|127361071_127361117_+|127361337_127361379_+|127361538_127361598_+|127362263_127362311_+|127367881_127367920_+|127368217_127368317_+|127369017_127369078_+|127370860_127370910_+
82164at314145	Single	OW443361.1	198212627	198213461	+	1403	247	0.9568	1.0	0	82164at314145_59538_0:0047f8	198212628_198213464_+
82194at314145	Single	OW443361.1	167151287	167165941	+	1569	308	0.981	1.0	0	82194at314145_89399_0:0014e3	167151288_167151528_+|167156510_167156589_+|167158378_167158529_+|167162582_167162688_+|167164046_167164143_+|167164880_167165023_+|167165819_167165944_+
82216at314145	Single	OW443373.1	91325004	91353478	+	1343	274	0.8099	0.8997429305912596	1	82216at314145_9837_0:002521	91325005_91325119_+|91328060_91328173_+|91330861_91330925_+|91336435_91336547_+|91337637_91337769_+|91338681_91338845_+|91339460_91339538_+|91348338_91348394_+|91353291_91353481_+
82217at314145	Single	OW443362.1	120090331	120108053	-	1037	233	0.79	1.0	1	82217at314145_419612_0:00301b	120108021_120108053_-|120106281_120106514_-|120101009_120101059_-|120095007_120095247_-|120090329_120090610_-
82219at314145	Single	OW443360.1	208079175	208081901	-	1504	245	0.9653	0.9320388349514563	0	82219at314145_419612_0:001227	208081797_208081901_-|208079848_208080382_-|208079173_208079399_-
82220at314145	Single	OW443370.1	37792737	37796809	+	1772	294	0.9943	1.0	0	82220at314145_118797_0:0011a8	37792738_37793588_+|37796608_37796812_+
82232at314145	Single	OW443365.1	42953042	42958500	-	1988	339	0.8778	1.0	0	82232at314145_109478_0:00267a	42958291_42958500_-|42955178_42955627_-|42954011_42954478_-|42953224_42953325_-|42953040_42953138_-
82247at314145	Single	OW443368.1	37581	40249	+	1217	205	0.9383	1.0	0	82247at314145_9685_0:002e07	37582_37690_+|37861_38061_+|38542_38643_+|38787_38908_+|39734_39874_+|40197_40252_+
82254at314145	Single	OW443379.1	40430682	40435038	-	1312	221	0.9811	1.0	0	82254at314145_186990_0:00337a	40434966_40435038_-|40434831_40434863_-|40434645_40434707_-|40434343_40434447_-|40432893_40432941_-|40432227_40432339_-|40431945_40432013_-|40431741_40431808_-|40431587_40431641_-|40431375_40431461_-|40430680_40430760_-
82271at314145	Single	OW443379.1	44539086	44540882	-	1397	250	0.912	0.9895470383275261	0	82271at314145_34882_0:00259a	44540279_44540882_-|44539087_44539328_-
82276at314145	Single	OW443362.1	38304030	38357376	-	1322	235	0.8805	1.0	0	82276at314145_109478_0:00255d	38357044_38357376_-|38324206_38324266_-|38322861_38322973_-|38319364_38319400_-|38314871_38315019_-|38312627_38312681_-|38304028_38304161_-
82277at314145	Single	OW443373.1	24520152	24526882	-	1291	226	0.8288	1.0	0	82277at314145_109478_0:000162	24526780_24526882_-|24526470_24526587_-|24524115_24524237_-|24523770_24523900_-|24520499_24520680_-|24520150_24520371_-
82280at314145	Single	OW443377.1	42594357	42608412	+	1152	223	0.8007	0.9464882943143813	0	82280at314145_89399_0:000316	42594358_42594442_+|42595109_42595255_+|42597528_42597604_+|42602636_42602948_+|42604565_42604626_+|42607444_42607550_+|42608331_42608415_+
82299at314145	Single	OW443376.1	79327414	79379571	-	1390	263	0.8312	0.9506172839506173	0	82299at314145_291302_0:000f0b	79379469_79379571_-|79360064_79360125_-|79356292_79356433_-|79352470_79352615_-|79346335_79346480_-|79337880_79337977_-|79336165_79336277_-|79327415_79327528_-
8229at314145	Single	OW443374.1	80042705	80093276	+	5747	1000	0.97	0.9912434325744308	0	8229at314145_73337_0:001c97	80042706_80042831_+|80049295_80049448_+|80050413_80050586_+|80052647_80052833_+|80055557_80055722_+|80056149_80056263_+|80057128_80057323_+|80057659_80057762_+|80060802_80060978_+|80063709_80063793_+|80069546_80069656_+|80072015_80072086_+|80076531_80076639_+|80078679_80078803_+|80079502_80079649_+|80083806_80083912_+|80084337_80084451_+|80084832_80085003_+|80087328_80087436_+|80088379_80088441_+|80089560_80089625_+|80090420_80090597_+|80091267_80091362_+|80091882_80092047_+|80092564_80092661_+|80093103_80093276_+
8230at314145	Single	OW443360.1	130738500	130852202	-	6516	1267	0.8989	0.9791245791245792	0	8230at314145_109478_0:003a4f	130852069_130852202_-|130851023_130851197_-|130848643_130848804_-|130844422_130844528_-|130843068_130843196_-|130833243_130833339_-|130831708_130831829_-|130830483_130830774_-|130827671_130827795_-|130826656_130826816_-|130812950_130813170_-|130811711_130811821_-|130811107_130811238_-|130794375_130794509_-|130794127_130794204_-|130789424_130789540_-|130783606_130783773_-|130780560_130780702_-|130777460_130777623_-|130777029_130777242_-|130771270_130771369_-|130766933_130767049_-|130765567_130765710_-|130755937_130756140_-|130752681_130752818_-|130748712_130748912_-|130738501_130738968_-
82331at314145	Single	OW443376.1	71776958	71779949	-	1833	290	0.9632	1.0	0	82331at314145_73337_0:003ee9	71779112_71779949_-|71777601_71777714_-|71776956_71777065_-
82349at314145	Single	OW443377.1	4939551	4942950	-	1113	204	0.797	1.0	0	82349at314145_109478_0:00284e	4942813_4942950_-|4939549_4940202_-
82368at314145	Single	OW443365.1	8603265	8611365	+	1318	236	0.8676	1.0	0	82368at314145_109478_0:003f35	8603266_8603368_+|8606480_8606631_+|8607451_8607599_+|8608326_8608445_+|8610470_8610556_+|8611170_8611368_+
82369at314145	Single	OW443375.1	81051120	81060317	+	1413	237	0.9201	0.96	0	82369at314145_143302_0:0034b5	81051121_81051280_+|81056208_81056375_+|81058071_81058195_+|81058787_81058902_+|81059052_81059148_+|81059681_81059809_+|81060258_81060320_+
82376at314145	Single	OW443373.1	72619976	72630889	-	1472	255	0.97	1.0	0	82376at314145_118797_0:001c12	72630844_72630889_-|72629124_72629293_-|72622951_72623068_-|72621997_72622256_-|72620862_72621033_-|72619974_72620110_-
82380at314145	Single	OW443370.1	23639631	23777298	-	1318	223	0.9416	1.0	0	82380at314145_109478_0:000d47	23777266_23777298_-|23764043_23764199_-|23760574_23760683_-|23740858_23740962_-|23739439_23739486_-|23669215_23669259_-|23650413_23650482_-|23645037_23645101_-|23643919_23643992_-|23639629_23639746_-
82413at314145	Single	OW443380.1	54946180	54947134	+	1388	265	0.8333	1.0	0	82413at314145_225400_0:00234e	54946181_54947134_+
82424at314145	Single	OW443377.1	11287011	11339712	+	1308	254	0.866	1.0	0	82424at314145_32536_0:003d8b	11287012_11287074_+|11295338_11295436_+|11303376_11303491_+|11329491_11329720_+|11331632_11331797_+|11338653_11338821_+|11339650_11339712_+
82437at314145	Single	OW443364.1	83043597	83059609	+	1620	271	0.9691	0.9333333333333333	0	82437at314145_30521_0:003b0f	83043598_83043956_+|83054541_83054669_+|83056054_83056331_+|83059404_83059612_+
8243at314145	Single	OW443361.1	62634336	62648118	+	5103	788	0.903	1.0	2	8243at314145_29073_0:000f12	62634337_62634353_+|62635237_62635381_+|62636303_62636467_+|62636560_62636706_+|62636856_62636935_+|62637755_62637937_+|62638042_62638196_+|62638362_62638488_+|62639434_62639620_+|62640543_62640735_+|62640943_62641029_+|62641340_62641447_+|62641924_62642084_+|62642808_62642861_+|62642952_62643069_+|62643504_62643639_+|62643741_62643987_+|62645378_62645500_+|62645631_62645799_+|62645927_62646135_+|62647096_62647256_+|62647831_62648118_+
82443at314145	Single	OW443376.1	81188955	81197759	+	1912	319	0.9316	1.0	0	82443at314145_109478_0:000e29	81188956_81189717_+|81191976_81192142_+|81197068_81197116_+|81197553_81197762_+
82444at314145	Single	OW443368.1	7259252	7260449	+	2033	331	0.9574	1.0	0	82444at314145_118797_0:002e4e	7259253_7260452_+
82447at314145	Single	OW443360.1	191418618	191435919	+	2177	419	0.9073	1.0	0	82447at314145_225400_0:00455d	191418619_191418748_+|191425470_191425604_+|191426133_191426286_+|191428397_191428514_+|191429537_191429667_+|191432366_191432521_+|191434293_191434572_+|191434709_191434808_+|191435765_191435922_+
82448at314145	Single	OW443378.1	57492344	57534937	-	1591	327	0.6843	0.9752066115702479	0	82448at314145_9925_0:002426	57534715_57534937_-|57515435_57515523_-|57510876_57511012_-|57508539_57508600_-|57503620_57503714_-|57500212_57500297_-|57499908_57500060_-|57493298_57493523_-|57492342_57492650_-
82454at314145	Single	OW443364.1	103209943	103214974	+	1280	201	0.9407	1.0	0	82454at314145_132908_0:00467f	103209944_103210235_+|103212937_103213047_+|103214467_103214604_+|103214757_103214977_+
82461at314145	Single	OW443379.1	5083880	5086262	-	1217	174	0.9592	1.0	0	82461at314145_43346_0:00443e	5086159_5086262_-|5085252_5085317_-|5085048_5085149_-|5084867_5084931_-|5084690_5084741_-|5084419_5084500_-|5084249_5084339_-|5084028_5084135_-|5083878_5083945_-
82476at314145	Single	OW443370.1	40845385	40878153	+	2225	238	0.7013	0.9949832775919732	0	82476at314145_32536_0:0011ad	40845386_40845540_+|40846227_40846492_+|40847262_40847425_+|40847996_40848228_+|40860110_40860224_+|40875591_40875772_+|40876281_40876555_+|40877423_40877591_+|40877921_40878156_+
82481at314145	Single	OW443362.1	23959	28511	-	939	184	0.8142	1.0	0	82481at314145_143302_0:003089	28476_28511_-|28019_28293_-|24749_24806_-|24339_24515_-|23960_24087_-
824at314145	Single	OW443360.1	27625117	27692131	-	12963	2970	0.7326	1.0	0	824at314145_143302_0:0023c8	27691847_27692131_-|27681361_27681504_-|27679712_27681206_-|27670808_27670912_-|27670259_27670405_-|27668303_27668548_-|27667957_27668024_-|27665507_27665648_-|27664835_27664965_-|27664147_27664322_-|27661965_27662110_-|27661790_27661875_-|27661125_27661346_-|27659872_27660079_-|27659625_27659767_-|27659377_27659505_-|27654146_27654340_-|27641444_27646153_-|27637915_27638081_-|27636343_27636439_-|27634850_27635059_-|27633393_27633545_-|27632364_27632552_-|27631537_27631729_-|27631252_27631406_-|27629218_27629394_-|27627796_27627965_-|27625115_27625217_-
82532at314145	Single	OW443380.1	50717465	50718476	+	928	278	0.5341	0.9796511627906976	0	82532at314145_132908_0:0037b6	50717466_50718476_+
82539at314145	Single	OW443362.1	9524002	9527597	-	1680	271	0.9793	0.9684813753581661	0	82539at314145_29073_0:0048a8	9527436_9527597_-|9527086_9527267_-|9526891_9526946_-|9526630_9526757_-|9526287_9526365_-|9526033_9526163_-|9524196_9524360_-|9524000_9524113_-
82544at314145	Single	OW443370.1	67495599	67505628	+	1605	371	0.6316	1.0	0	82544at314145_42254_0:0039c6	67495600_67495847_+|67498287_67498908_+|67499480_67499524_+|67499847_67499915_+|67500211_67500354_+|67500770_67500893_+|67501124_67501196_+|67502553_67502619_+|67503859_67503984_+|67505530_67505631_+
82556at314145	Single	OW443364.1	2553197	2553974	-	1346	258	0.9846	1.0	0	82556at314145_109478_0:0037da	2553195_2553974_-
8255at314145	Single	OW443366.1	115483472	115583289	+	8857	1700	0.8496	1.0	0	8255at314145_29073_0:002954	115483473_115483517_+|115485944_115486139_+|115486762_115486913_+|115487934_115488132_+|115488806_115488876_+|115490115_115490178_+|115490638_115490741_+|115492411_115492517_+|115493175_115493241_+|115497455_115497581_+|115500452_115500613_+|115503797_115504271_+|115505588_115505763_+|115507968_115508062_+|115511280_115511366_+|115511573_115511722_+|115513283_115513441_+|115516243_115516346_+|115522160_115522342_+|115523072_115523157_+|115523263_115523346_+|115529138_115529398_+|115530149_115530310_+|115532441_115532540_+|115544764_115544839_+|115546185_115546263_+|115549172_115549262_+|115551744_115551805_+|115554335_115555462_+|115555541_115556176_+|115558196_115558266_+|115568304_115568457_+|115575200_115575352_+|115579335_115579506_+|115581343_115581482_+|115582728_115582752_+|115583259_115583292_+
82586at314145	Single	OW443364.1	55295351	55310727	-	1254	232	0.8357	1.0	0	82586at314145_29088_0:00427c	55310605_55310727_-|55303980_55304117_-|55301034_55301076_-|55297414_55297515_-|55295349_55295800_-
82595at314145	Single	OW443381.1	13741069	13741948	-	1526	244	0.9761	1.0	0	82595at314145_118797_0:00018d	13741067_13741948_-
8259at314145	Single	OW443361.1	172631179	172662820	+	5753	1029	0.7976	1.0	0	8259at314145_9407_0:0009c7	172631180_172631278_+|172636594_172636709_+|172637623_172637683_+|172637990_172638092_+|172639570_172639700_+|172641281_172641404_+|172641891_172641971_+|172642048_172642220_+|172642324_172642447_+|172642933_172643059_+|172644033_172644240_+|172644763_172644945_+|172645160_172645301_+|172650853_172651000_+|172651108_172651356_+|172652340_172652460_+|172652803_172652917_+|172653905_172654382_+|172655151_172655288_+|172655424_172655548_+|172655830_172655983_+|172656616_172656753_+|172657446_172657573_+|172657680_172657788_+|172660109_172660275_+|172662648_172662820_+
82607at314145	Single	OW443360.1	177596772	177603240	+	1446	257	0.9148	1.0	0	82607at314145_109478_0:001aad	177596773_177596838_+|177596922_177597005_+|177597209_177597384_+|177598008_177598125_+|177599198_177599287_+|177600924_177600999_+|177601234_177601327_+|177602884_177603046_+|177603193_177603243_+
8263at314145	Single	OW443368.1	16407498	16560083	-	5898	973	0.9764	1.0	0	8263at314145_59538_0:004261	16559910_16560083_-|16533638_16533727_-|16522159_16522328_-|16520916_16521027_-|16520552_16520683_-|16510548_16510657_-|16509826_16509970_-|16509249_16509388_-|16507647_16507807_-|16505847_16505959_-|16501613_16501759_-|16500148_16500263_-|16499826_16499991_-|16498581_16498658_-|16498227_16498451_-|16490887_16491073_-|16453265_16453524_-|16452630_16452783_-|16447805_16447925_-|16445753_16445912_-|16444750_16444833_-|16410590_16410709_-|16409227_16409370_-|16407496_16407627_-
82649at314145	Single	OW443360.1	204769142	204779972	+	1245	273	0.8025	0.9754601226993865	0	82649at314145_9615_0:0007cf	204769143_204769242_+|204771463_204771624_+|204773456_204773598_+|204778262_204778451_+|204778672_204778820_+|204779763_204779975_+
82650at314145	Single	OW443376.1	27387490	27388480	+	1580	260	0.8822	1.0	0	82650at314145_109478_0:003c92	27387491_27388483_+
82651at314145	Single	OW443360.1	93988807	94019449	-	1230	281	0.6911	0.9761194029850746	0	82651at314145_42254_0:002ca6	94019415_94019449_-|94016949_94017152_-|94013709_94013801_-|94012510_94012624_-|94007179_94007373_-|94003516_94003620_-|94002545_94002601_-|93999025_93999123_-|93988808_93988885_-
82655at314145	Single	OW443374.1	75293163	75320139	+	1476	279	0.8682	1.0	0	82655at314145_109478_0:002f45	75293164_75293443_+|75296674_75296772_+|75302020_75302075_+|75308479_75308560_+|75315588_75315660_+|75316975_75317114_+|75319025_75319081_+|75319883_75320142_+
82656at314145	Single	OW443373.1	45325445	45357819	-	1534	280	0.9299	1.0	0	82656at314145_143302_0:0036f2	45357705_45357819_-|45354812_45354876_-|45354105_45354206_-|45347172_45347286_-|45343076_45343163_-|45341317_45341368_-|45329573_45329680_-|45326367_45326456_-|45326030_45326179_-|45325443_45325544_-
82664at314145	Single	OW443362.1	149719302	149724427	+	1091	312	0.6996	0.9708222811671088	2	82664at314145_225400_0:003d11	149719303_149719505_+|149720245_149720457_+|149722085_149722202_+|149723876_149724427_+
