sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	contig_size
SAMPLE	Utg636460	no-zero-phased.vcf	3890	2158	1038	0	18	57	119.8888889	4	566	2158	8381.5	16556.16667	2984	76724	298011	3196	3142	2127	0.675219024	0.676957352	8480	489863
SAMPLE	Utg634612	no-zero-phased.vcf	11259	11054	19	0	1	11054	11054	11054	11054	11054	3847967	3847967	3847967	3847967	3847967	11073	9251	9243	0.998284115	0.999135229	3847967	3858855
SAMPLE	Utg634848	no-zero-phased.vcf	8366	8290	11	0	1	8290	8290	8290	8290	8290	3399899	3399899	3399899	3399899	3399899	8301	7061	7056	0.998674858	0.999291885	3399899	3404884
SAMPLE	Utg636458	no-zero-phased.vcf	22	12	0	0	3	4	4	4	4	12	21435	20259.66667	12986	26358	60779	12	1	1	1	1	0	151031
SAMPLE	Utg635750	no-zero-phased.vcf	350	299	3	0	1	299	299	299	299	299	56636	56636	56636	56636	56636	302	298	295	0.990066225	0.989932886	56636	58308
SAMPLE	Utg637494	no-zero-phased.vcf	619	488	0	0	1	488	488	488	488	488	194701	194701	194701	194701	194701	488	476	476	1	1	194701	194932
SAMPLE	Utg636580	no-zero-phased.vcf	15	14	0	0	2	7	7	3	11	14	60748.5	60748.5	20507	100990	121497	14	1	1	1	1	100990	154880
SAMPLE	Utg636976	no-zero-phased.vcf	1126	809	73	0	3	179	269.6666667	7	623	809	27555	54644	6414	129963	163932	882	864	793	0.91723356	0.917824074	129963	173094
SAMPLE	Utg636704	no-zero-phased.vcf	315	263	1	0	1	263	263	263	263	263	144176	144176	144176	144176	144176	264	214	214	0.996212121	1	144176	150010
SAMPLE	Utg637830	no-zero-phased.vcf	421	239	5	0	1	239	239	239	239	239	157759	157759	157759	157759	157759	244	194	193	0.979508197	0.994845361	157759	178151
SAMPLE	Utg635176	no-zero-phased.vcf	830	815	4	1	12	12	67.91666667	4	679	815	86804.5	84627.16667	8864	164609	1015526	820	590	590	0.993902439	1	86916	1407690
SAMPLE	Utg634868	no-zero-phased.vcf	6441	6359	12	0	1	6359	6359	6359	6359	6359	2604713	2604713	2604713	2604713	2604713	6371	5364	5363	0.998116465	0.999813572	2604713	2622222
SAMPLE	Utg634714	no-zero-phased.vcf	4536	4191	5	0	1	4191	4191	4191	4191	4191	1749784	1749784	1749784	1749784	1749784	4196	3372	3367	0.998808389	0.9985172	1749784	1752598
SAMPLE	Utg635004	no-zero-phased.vcf	9102	8914	20	0	1	8914	8914	8914	8914	8914	4430760	4430760	4430760	4430760	4430760	8934	7453	7449	0.997761361	0.999463303	4430760	4438793
SAMPLE	Utg634894	no-zero-phased.vcf	6516	6426	11	0	1	6426	6426	6426	6426	6426	2666712	2666712	2666712	2666712	2666712	6437	5338	5336	0.998291129	0.999625328	2666712	2671991
SAMPLE	Utg635708	no-zero-phased.vcf	3274	2959	9	0	1	2959	2959	2959	2959	2959	1175415	1175415	1175415	1175415	1175415	2968	2383	2378	0.996967655	0.997901804	1175415	1177558
SAMPLE	Utg635228	no-zero-phased.vcf	3333	3294	7	0	1	3294	3294	3294	3294	3294	1409024	1409024	1409024	1409024	1409024	3301	2856	2855	0.99787943	0.99964986	1409024	1410707
SAMPLE	Utg638104	no-zero-phased.vcf	420	357	9	0	1	357	357	357	357	357	156786	156786	156786	156786	156786	366	320	311	0.975409836	0.971875	156786	157716
SAMPLE	Utg635206	no-zero-phased.vcf	10793	10563	25	0	1	10563	10563	10563	10563	10563	5105596	5105596	5105596	5105596	5105596	10588	8810	8799	0.997638836	0.998751419	5105596	5112564
SAMPLE	Utg634646	no-zero-phased.vcf	51785	50410	102	0	1	50410	50410	50410	50410	50410	22246344	22246344	22246344	22246344	22246344	50512	41634	41601	0.997980678	0.999207379	22246344	22253562
SAMPLE	Utg634598	no-zero-phased.vcf	28769	27290	66	0	1	27290	27290	27290	27290	27290	13051028	13051028	13051028	13051028	13051028	27356	22383	22360	0.997587367	0.998972434	13051028	13054090
SAMPLE	Utg635406	no-zero-phased.vcf	5637	5491	7	0	1	5491	5491	5491	5491	5491	2215175	2215175	2215175	2215175	2215175	5498	4706	4702	0.99872681	0.999150021	2215175	2223427
SAMPLE	Utg636812	no-zero-phased.vcf	2030	2001	0	0	1	2001	2001	2001	2001	2001	682654	682654	682654	682654	682654	2001	1702	1702	1	1	682654	688956
SAMPLE	Utg635230	no-zero-phased.vcf	3126	3095	7	0	1	3095	3095	3095	3095	3095	1442692	1442692	1442692	1442692	1442692	3102	2557	2557	0.997743391	1	1442692	1445098
SAMPLE	Utg635688	no-zero-phased.vcf	3244	2398	2	0	1	2398	2398	2398	2398	2398	1025791	1025791	1025791	1025791	1025791	2400	2000	1998	0.999166667	0.999	1025791	1032792
SAMPLE	Utg635086	no-zero-phased.vcf	10727	10462	13	0	1	10462	10462	10462	10462	10462	4231151	4231151	4231151	4231151	4231151	10475	8670	8660	0.99875895	0.998846597	4231151	4273900
SAMPLE	Utg635926	no-zero-phased.vcf	2532	2349	3	0	1	2349	2349	2349	2349	2349	820007	820007	820007	820007	820007	2352	1858	1857	0.99872449	0.999461787	820007	823584
SAMPLE	Utg635732	no-zero-phased.vcf	186	177	1	0	7	13	25.28571429	4	120	177	37040	45435.85714	9442	79112	318051	178	107	107	0.994382022	1	33287	516651
SAMPLE	Utg635102	no-zero-phased.vcf	3492	3389	6	0	1	3389	3389	3389	3389	3389	1458831	1458831	1458831	1458831	1458831	3395	2788	2786	0.998232695	0.99928264	1458831	1471321
SAMPLE	Utg634992	no-zero-phased.vcf	133	127	0	0	12	7	10.58333333	2	38	127	32503.5	64194.66667	1392	283376	770336	127	3	3	1	1	49848	1147562
SAMPLE	Utg634960	no-zero-phased.vcf	31625	30824	48	0	1	30824	30824	30824	30824	30824	10398397	10398397	10398397	10398397	10398397	30872	25886	25864	0.998445193	0.99915012	10398397	10402053
SAMPLE	Utg635442	no-zero-phased.vcf	4407	4350	12	0	1	4350	4350	4350	4350	4350	1858480	1858480	1858480	1858480	1858480	4362	3608	3603	0.997248968	0.998614191	1858480	1868276
SAMPLE	Utg638682	no-zero-phased.vcf	908	800	67	0	2	400	400	54	746	800	47797	47797	5839	89755	95594	867	849	786	0.92272203	0.925795053	89755	105198
SAMPLE	Utg635456	no-zero-phased.vcf	6825	6591	13	0	3	1844	2197	139	4608	6591	906249	997207	5676	2079696	2991621	6604	5537	5535	0.998031496	0.999638794	2079696	3040752
SAMPLE	Utg638372	no-zero-phased.vcf	1647	1304	132	0	2	652	652	625	679	1304	80608	80608	69502	91714	161216	1436	1407	1281	0.908077994	0.910447761	91714	175273
SAMPLE	Utg636118	no-zero-phased.vcf	1990	1422	363	0	5	84	284.4	4	938	1422	11831	37932	1013	101002	189660	1785	1683	1332	0.796638655	0.79144385	72184	247805
SAMPLE	Utg635140	no-zero-phased.vcf	2378	2225	17	0	1	2225	2225	2225	2225	2225	686436	686436	686436	686436	686436	2242	1927	1916	0.992417484	0.994291645	686436	690074
SAMPLE	Utg635878	no-zero-phased.vcf	3450	3404	2	0	1	3404	3404	3404	3404	3404	1481819	1481819	1481819	1481819	1481819	3406	2925	2925	0.999412801	1	1481819	1489659
SAMPLE	Utg636452	no-zero-phased.vcf	853	361	120	0	2	180.5	180.5	62	299	361	29520	29520	6686	52354	59040	481	470	356	0.750519751	0.757446809	52354	101883
SAMPLE	Utg636384	no-zero-phased.vcf	3576	3526	13	0	1	3526	3526	3526	3526	3526	1374578	1374578	1374578	1374578	1374578	3539	2911	2901	0.996326646	0.996564754	1374578	1379697
SAMPLE	Utg634604	no-zero-phased.vcf	13008	12381	23	0	2	6190.5	6190.5	4823	7558	12381	2686513	2686513	1978281	3394745	5373026	12404	10136	10130	0.998145759	0.999408051	3394745	5397574
SAMPLE	Utg635416	no-zero-phased.vcf	935	710	112	0	4	178	177.5	118	236	710	16216.5	16164.25	5042	27182	64657	822	776	672	0.863746959	0.865979381	13024	109233
SAMPLE	Utg635136	no-zero-phased.vcf	41541	40781	65	0	2	20390.5	20390.5	2326	38455	40781	7852604	7852604	1051949	14653259	15705208	40846	34072	34056	0.998408657	0.999530406	14653259	15774172
SAMPLE	Utg636240	no-zero-phased.vcf	1143	803	67	0	3	327	267.6666667	140	336	803	63682	50301.66667	22346	64877	150905	870	847	781	0.922988506	0.922077922	63682	170326
SAMPLE	Utg635496	no-zero-phased.vcf	4218	4093	2	0	1	4093	4093	4093	4093	4093	1222213	1222213	1222213	1222213	1222213	4095	3519	3518	0.9995116	0.999715828	1222213	1222490
SAMPLE	Utg635006	no-zero-phased.vcf	77	69	2	0	12	5	5.75	2	12	69	44194.5	41455.08333	8606	85311	497461	71	2	2	0.971830986	1	32550	823188
SAMPLE	Utg638148	no-zero-phased.vcf	1125	1045	27	0	1	1045	1045	1045	1045	1045	237140	237140	237140	237140	237140	1072	1052	1026	0.974813433	0.975285171	237140	243169
SAMPLE	Utg635546	no-zero-phased.vcf	153	53	3	0	7	6	7.571428571	2	19	53	12899	20344.85714	898	62468	142414	56	10	10	0.946428571	1	0	477640
SAMPLE	Utg634638	no-zero-phased.vcf	169	161	0	0	7	26	23	3	41	161	157014	136652.2857	4161	276696	956566	161	3	3	1	1	179143	1117771
SAMPLE	Utg634694	no-zero-phased.vcf	17847	16940	57	0	1	16940	16940	16940	16940	16940	6976781	6976781	6976781	6976781	6976781	16997	14231	14203	0.996646467	0.998032464	6976781	6985099
SAMPLE	Utg635514	no-zero-phased.vcf	1186	1162	3	0	1	1162	1162	1162	1162	1162	353359	353359	353359	353359	353359	1165	976	974	0.997424893	0.99795082	353359	354298
SAMPLE	Utg635898	no-zero-phased.vcf	1280	1177	3	0	1	1177	1177	1177	1177	1177	512412	512412	512412	512412	512412	1180	979	977	0.997457627	0.997957099	512412	521949
SAMPLE	Utg637616	no-zero-phased.vcf	266	259	0	0	1	259	259	259	259	259	102149	102149	102149	102149	102149	259	219	219	1	1	102149	105024
SAMPLE	Utg635566	no-zero-phased.vcf	1009	809	8	0	1	809	809	809	809	809	160962	160962	160962	160962	160962	817	805	797	0.990208078	0.990062112	160962	161182
SAMPLE	Utg637366	no-zero-phased.vcf	1281	741	351	0	6	108.5	123.5	2	294	741	17816	19899.16667	1867	34826	119395	1092	1073	730	0.678571429	0.680335508	14776	233569
SAMPLE	Utg634570	no-zero-phased.vcf	29331	28460	45	0	6	2123	4743.333333	6	17334	28460	772575.5	2014355	11959	7747880	12086130	28505	23792	23777	0.99842133	0.999369536	7747880	12254658
SAMPLE	Utg635056	no-zero-phased.vcf	91	82	2	0	6	8	13.66666667	6	32	82	82326	109849.1667	33610	209649	659095	84	6	5	0.976190476	0.833333333	88081	912101
SAMPLE	Utg634796	no-zero-phased.vcf	31807	30970	48	0	1	30970	30970	30970	30970	30970	12475440	12475440	12475440	12475440	12475440	31018	25730	25718	0.998452511	0.999533618	12475440	12498831
SAMPLE	Utg635122	no-zero-phased.vcf	14430	14070	18	0	1	14070	14070	14070	14070	14070	4359525	4359525	4359525	4359525	4359525	14088	11804	11799	0.998722317	0.999576415	4359525	4400916
SAMPLE	Utg636068	no-zero-phased.vcf	343	315	1	0	1	315	315	315	315	315	155661	155661	155661	155661	155661	316	266	266	0.996835443	1	155661	159162
SAMPLE	Utg635960	no-zero-phased.vcf	240	77	2	0	8	8	9.625	3	24	77	64821.5	61478.5	8975	151530	491828	79	1	1	0.974683544	1	82275	698260
SAMPLE	Utg635518	no-zero-phased.vcf	762	755	0	0	1	755	755	755	755	755	323381	323381	323381	323381	323381	755	617	617	1	1	323381	327328
SAMPLE	Utg635678	no-zero-phased.vcf	2827	1951	320	0	5	305	390.2	69	760	1951	49754	51563.8	5791	114601	257819	2271	2213	1902	0.859092911	0.859466787	49754	344589
SAMPLE	Utg635790	no-zero-phased.vcf	61	58	1	0	7	8	8.285714286	2	14	58	56423	54214.57143	1492	120113	379502	59	1	1	0.983050847	1	86494	596625
SAMPLE	Utg635998	no-zero-phased.vcf	1891	1488	228	0	3	312	496	63	1113	1488	38444	60838	10064	134006	182514	1716	1666	1443	0.867132867	0.866146459	134006	231197
SAMPLE	Utg638232	no-zero-phased.vcf	1827	1190	438	0	6	195	198.3333333	25	442	1190	21200	18978.66667	4575	28672	113872	1628	1576	1149	0.730958231	0.729060914	22710	141787
SAMPLE	Utg636066	no-zero-phased.vcf	1321	1095	2	0	3	32	365	3	1060	1095	13409	159585	7981	457365	478755	1097	938	937	0.998176846	0.998933902	457365	491203
SAMPLE	Utg635026	no-zero-phased.vcf	23229	22574	46	0	1	22574	22574	22574	22574	22574	9188663	9188663	9188663	9188663	9188663	22620	18751	18727	0.997966401	0.998720068	9188663	9272212
SAMPLE	Utg635208	no-zero-phased.vcf	9996	9556	10	0	1	9556	9556	9556	9556	9556	3751763	3751763	3751763	3751763	3751763	9566	7771	7764	0.998954631	0.999099215	3751763	3752895
SAMPLE	Utg635656	no-zero-phased.vcf	4780	4509	8	0	1	4509	4509	4509	4509	4509	2046727	2046727	2046727	2046727	2046727	4517	3691	3688	0.998228913	0.999187212	2046727	2047347
SAMPLE	Utg634998	no-zero-phased.vcf	194	157	6	0	22	5.5	7.136363636	2	19	157	27784	47838.68182	2292	138913	1052451	163	1	1	0.963190184	1	24605	1905010
SAMPLE	Utg636144	no-zero-phased.vcf	1291	1085	104	0	2	542.5	542.5	517	568	1085	118550	118550	100598	136502	237100	1189	1158	1057	0.912531539	0.912780656	136502	240217
SAMPLE	Utg634760	no-zero-phased.vcf	62	55	2	0	4	14.5	13.75	4	22	55	38471.5	44498.25	34530	66520	177993	57	30	30	0.964912281	1	0	360057
SAMPLE	Utg635644	no-zero-phased.vcf	72	31	0	0	3	9	10.33333333	5	17	31	49495	58734	11558	115149	176202	31	3	3	1	1	49495	239937
SAMPLE	Utg635186	no-zero-phased.vcf	5035	4585	3	0	1	4585	4585	4585	4585	4585	1321604	1321604	1321604	1321604	1321604	4588	3925	3923	0.99934612	0.999490446	1321604	1324976
SAMPLE	Utg636600	no-zero-phased.vcf	701	685	0	0	1	685	685	685	685	685	210150	210150	210150	210150	210150	685	583	583	1	1	210150	214053
SAMPLE	Utg636012	no-zero-phased.vcf	2711	2673	6	0	1	2673	2673	2673	2673	2673	1226797	1226797	1226797	1226797	1226797	2679	2224	2224	0.997760358	1	1226797	1243864
SAMPLE	Utg634690	no-zero-phased.vcf	30406	29275	51	0	1	29275	29275	29275	29275	29275	13074190	13074190	13074190	13074190	13074190	29326	24005	23985	0.998260929	0.99916684	13074190	13077613
SAMPLE	Utg638294	no-zero-phased.vcf	181	181	0	0	1	181	181	181	181	181	40459	40459	40459	40459	40459	181	150	150	1	1	40459	54710
SAMPLE	Utg635892	no-zero-phased.vcf	1887	1509	135	0	2	754.5	754.5	303	1206	1509	167026.5	167026.5	70130	263923	334053	1644	1573	1439	0.917883212	0.91481246	263923	341730
SAMPLE	Utg634850	no-zero-phased.vcf	6391	5768	95	0	1	5768	5768	5768	5768	5768	2198002	2198002	2198002	2198002	2198002	5863	4863	4771	0.983796691	0.981081637	2198002	2203554
SAMPLE	Utg636442	no-zero-phased.vcf	1467	726	442	0	6	71	121	11	316	726	12030.5	20981.66667	3190	48222	125890	1168	1101	683	0.621575342	0.620345141	9341	223148
SAMPLE	Utg634814	no-zero-phased.vcf	13900	13540	26	0	1	13540	13540	13540	13540	13540	5468978	5468978	5468978	5468978	5468978	13566	11365	11355	0.998083444	0.999120106	5468978	5471385
SAMPLE	Utg635626	no-zero-phased.vcf	854	722	5	0	2	361	361	15	707	722	106537	106537	47237	165837	213074	727	580	576	0.993122421	0.993103448	165837	328159
SAMPLE	Utg635000	no-zero-phased.vcf	987	983	0	0	1	983	983	983	983	983	418410	418410	418410	418410	418410	983	825	825	1	1	418410	425253
SAMPLE	Utg635706	no-zero-phased.vcf	2455	2245	7	0	1	2245	2245	2245	2245	2245	1043006	1043006	1043006	1043006	1043006	2252	1891	1888	0.996891652	0.998413538	1043006	1050688
SAMPLE	Utg637116	no-zero-phased.vcf	3561	2390	495	0	4	323.5	597.5	30	1713	2390	12382.5	42658.25	6507	139361	170633	2885	2766	2288	0.828422877	0.827187274	139361	200281
SAMPLE	Utg634786	no-zero-phased.vcf	6866	6412	13	0	1	6412	6412	6412	6412	6412	2827980	2827980	2827980	2827980	2827980	6425	5024	5014	0.997976654	0.998009554	2827980	2835128
SAMPLE	Utg635770	no-zero-phased.vcf	690	688	0	0	1	688	688	688	688	688	260524	260524	260524	260524	260524	688	570	570	1	1	260524	272074
SAMPLE	Utg635430	no-zero-phased.vcf	2892	2854	4	0	1	2854	2854	2854	2854	2854	1198647	1198647	1198647	1198647	1198647	2858	2352	2351	0.99860042	0.99957483	1198647	1202541
SAMPLE	Utg637520	no-zero-phased.vcf	1068	629	292	0	4	71	157.25	20	467	629	5888.5	19268.5	2827	62470	77074	921	899	613	0.682953312	0.681868743	5390	145287
SAMPLE	Utg637554	no-zero-phased.vcf	870	473	1	0	1	473	473	473	473	473	183978	183978	183978	183978	183978	474	375	374	0.997890295	0.997333333	183978	191040
SAMPLE	Utg637996	no-zero-phased.vcf	80	76	0	0	1	76	76	76	76	76	55214	55214	55214	55214	55214	76	64	64	1	1	55214	84125
SAMPLE	Utg635044	no-zero-phased.vcf	10991	10697	21	0	1	10697	10697	10697	10697	10697	3594164	3594164	3594164	3594164	3594164	10718	8814	8806	0.998040679	0.999092353	3594164	3596439
SAMPLE	Utg638034	no-zero-phased.vcf	2616	1918	220	0	3	577	639.3333333	33	1308	1918	43277	92264.33333	4968	228548	276793	2138	2077	1861	0.897100094	0.896003852	228548	329725
SAMPLE	Utg635466	no-zero-phased.vcf	6519	6089	23	0	2	3044.5	3044.5	1084	5005	6089	1280406	1280406	369556	2191256	2560812	6112	5040	5030	0.996236911	0.998015873	2191256	2597526
SAMPLE	Utg634942	no-zero-phased.vcf	2489	2415	2	0	1	2415	2415	2415	2415	2415	927112	927112	927112	927112	927112	2417	2014	2013	0.999172528	0.999503476	927112	930869
SAMPLE	Utg635876	no-zero-phased.vcf	1887	1374	91	0	5	162	274.8	9	793	1374	25027	37402.8	1921	120466	187014	1465	1399	1309	0.937883959	0.935668335	120466	223297
SAMPLE	Utg635870	no-zero-phased.vcf	1989	1663	2	0	1	1663	1663	1663	1663	1663	298969	298969	298969	298969	298969	1665	1474	1472	0.998798799	0.998643148	298969	305670
SAMPLE	Utg636646	no-zero-phased.vcf	1092	1004	29	0	1	1004	1004	1004	1004	1004	134292	134292	134292	134292	134292	1033	1002	976	0.971926428	0.974051896	134292	139329
SAMPLE	Utg635762	no-zero-phased.vcf	1497	1423	2	0	1	1423	1423	1423	1423	1423	556130	556130	556130	556130	556130	1425	1166	1164	0.998596491	0.998284734	556130	562973
SAMPLE	Utg635576	no-zero-phased.vcf	6270	6118	16	0	1	6118	6118	6118	6118	6118	2489992	2489992	2489992	2489992	2489992	6134	5091	5087	0.997391588	0.9992143	2489992	2498204
SAMPLE	Utg634650	no-zero-phased.vcf	48	29	1	0	5	2	5.8	2	20	29	7659	32549.2	278	129936	162746	30	6	6	0.966666667	1	0	334248
SAMPLE	Utg635992	no-zero-phased.vcf	2923	2885	7	0	1	2885	2885	2885	2885	2885	1296318	1296318	1296318	1296318	1296318	2892	2362	2355	0.99757953	0.99703641	1296318	1312985
SAMPLE	Utg635772	no-zero-phased.vcf	616	556	1	0	1	556	556	556	556	556	76641	76641	76641	76641	76641	557	459	459	0.998204668	1	76641	77186
SAMPLE	Utg636276	no-zero-phased.vcf	712	185	1	0	2	92.5	92.5	91	94	185	56511	56511	44003	69019	113022	186	136	136	0.994623656	1	69019	132568
SAMPLE	Utg636720	no-zero-phased.vcf	73	28	0	0	1	28	28	28	28	28	147606	147606	147606	147606	147606	28	1	1	1	1	147606	149407
SAMPLE	Utg636036	no-zero-phased.vcf	286	278	1	0	1	278	278	278	278	278	99398	99398	99398	99398	99398	279	238	237	0.996415771	0.995798319	99398	102577
SAMPLE	Utg636792	no-zero-phased.vcf	593	540	0	0	1	540	540	540	540	540	117948	117948	117948	117948	117948	540	481	481	1	1	117948	121570
SAMPLE	Utg634586	no-zero-phased.vcf	13566	13323	25	0	1	13323	13323	13323	13323	13323	5745936	5745936	5745936	5745936	5745936	13348	11212	11202	0.99812706	0.999108098	5745936	5757184
SAMPLE	Utg634852	no-zero-phased.vcf	24760	24390	42	0	1	24390	24390	24390	24390	24390	8852270	8852270	8852270	8852270	8852270	24432	20418	20410	0.998280943	0.999608189	8852270	8852938
SAMPLE	Utg635236	no-zero-phased.vcf	35	30	0	0	1	30	30	30	30	30	36480	36480	36480	36480	36480	30	19	19	1	1	36480	59832
SAMPLE	Utg636328	no-zero-phased.vcf	364	349	0	0	1	349	349	349	349	349	163365	163365	163365	163365	163365	349	261	261	1	1	163365	168046
SAMPLE	Utg634882	no-zero-phased.vcf	6801	6437	13	0	1	6437	6437	6437	6437	6437	2249948	2249948	2249948	2249948	2249948	6450	5192	5184	0.997984496	0.998459168	2249948	2255483
SAMPLE	Utg634826	no-zero-phased.vcf	55800	55077	70	0	1	55077	55077	55077	55077	55077	21173731	21173731	21173731	21173731	21173731	55147	46525	46505	0.998730665	0.999570124	21173731	21194740
SAMPLE	Utg635540	no-zero-phased.vcf	1248	1105	5	0	2	552.5	552.5	146	959	1105	438950	438950	332865	545035	877900	1110	901	898	0.995495495	0.996670366	545035	914307
SAMPLE	Utg637622	no-zero-phased.vcf	913	708	99	0	2	354	354	139	569	708	73821.5	73821.5	13438	134205	147643	807	786	689	0.87732342	0.876590331	134205	158445
SAMPLE	Utg637282	no-zero-phased.vcf	2216	1601	406	0	6	156.5	266.8333333	99	666	1601	24362	38488.66667	7675	127772	230932	2007	1924	1539	0.797708022	0.79989605	38241	272916
SAMPLE	Utg635654	no-zero-phased.vcf	2141	1846	4	0	1	1846	1846	1846	1846	1846	869037	869037	869037	869037	869037	1850	1568	1566	0.997837838	0.99872449	869037	870628
SAMPLE	Utg638200	no-zero-phased.vcf	622	348	119	0	3	52	116	41	255	348	5376	24110.66667	1949	65007	72332	467	440	327	0.745182013	0.743181818	0	154867
SAMPLE	Utg636420	no-zero-phased.vcf	856	709	52	0	2	354.5	354.5	246	463	709	65470	65470	36802	94138	130940	761	750	699	0.931668857	0.932	94138	136022
SAMPLE	Utg636080	no-zero-phased.vcf	335	191	0	0	1	191	191	191	191	191	98738	98738	98738	98738	98738	191	187	187	1	1	98738	99108
SAMPLE	Utg636346	no-zero-phased.vcf	2212	1726	274	0	6	231.5	287.6666667	35	733	1726	17607	26685.66667	3476	62389	160114	2000	1941	1682	0.863	0.866563627	22189	221818
SAMPLE	Utg636206	no-zero-phased.vcf	1763	1105	246	0	7	65	157.8571429	14	595	1105	5240	31378.42857	2166	142430	219649	1351	1313	1080	0.817912657	0.822543793	142430	282625
SAMPLE	Utg634902	no-zero-phased.vcf	470	437	5	0	27	5	16.18518519	2	164	437	42899	52230	474	185022	1410210	442	221	221	0.988687783	1	36872	2394393
SAMPLE	Utg634580	no-zero-phased.vcf	32257	31521	64	0	1	31521	31521	31521	31521	31521	13639052	13639052	13639052	13639052	13639052	31585	26092	26065	0.997973722	0.9989652	13639052	13639612
SAMPLE	Utg634810	no-zero-phased.vcf	13197	12881	28	0	1	12881	12881	12881	12881	12881	5811180	5811180	5811180	5811180	5811180	12909	10561	10553	0.997830971	0.999242496	5811180	5813106
SAMPLE	Utg635628	no-zero-phased.vcf	1326	764	56	0	2	382	382	359	405	764	136806.5	136806.5	84815	188798	273613	820	698	647	0.931707317	0.926934097	188798	279040
SAMPLE	Utg635070	no-zero-phased.vcf	7359	6871	12	0	1	6871	6871	6871	6871	6871	2784138	2784138	2784138	2784138	2784138	6883	5542	5541	0.998256574	0.99981956	2784138	2788317
SAMPLE	Utg637192	no-zero-phased.vcf	572	286	0	0	1	286	286	286	286	286	234061	234061	234061	234061	234061	286	243	243	1	1	234061	237937
SAMPLE	Utg636540	no-zero-phased.vcf	1911	1725	5	0	1	1725	1725	1725	1725	1725	199798	199798	199798	199798	199798	1730	1532	1530	0.997109827	0.998694517	199798	212178
SAMPLE	Utg635346	no-zero-phased.vcf	37	35	1	0	3	13	11.66666667	4	18	35	18548	40478.66667	5427	97461	121436	36	4	4	0.972222222	1	18548	216744
SAMPLE	Utg635744	no-zero-phased.vcf	10264	9887	16	0	1	9887	9887	9887	9887	9887	3945483	3945483	3945483	3945483	3945483	9903	8116	8113	0.998384328	0.99963036	3945483	3974816
SAMPLE	Utg634602	no-zero-phased.vcf	13426	13224	20	0	1	13224	13224	13224	13224	13224	5661535	5661535	5661535	5661535	5661535	13244	11035	11032	0.998489882	0.999728138	5661535	5666977
SAMPLE	Utg634686	no-zero-phased.vcf	257	233	4	0	25	8	9.32	2	24	233	56632	70502.24	3738	237951	1762556	237	12	12	0.983122363	1	71221	2488918
SAMPLE	Utg636200	no-zero-phased.vcf	3392	3168	3	0	1	3168	3168	3168	3168	3168	1055788	1055788	1055788	1055788	1055788	3171	2677	2676	0.999053926	0.999626448	1055788	1059181
SAMPLE	Utg637832	no-zero-phased.vcf	1189	908	130	0	3	375	302.6666667	47	486	908	69460	51476.33333	11127	73842	154429	1038	1017	888	0.874759152	0.873156342	69460	175878
SAMPLE	Utg636942	no-zero-phased.vcf	381	373	0	0	2	186.5	186.5	8	365	373	63552	63552	32744	94360	127104	373	321	321	1	1	94360	162408
SAMPLE	Utg635284	no-zero-phased.vcf	4878	2634	774	0	11	95	239.4545455	15	962	2634	22182	25039.90909	3528	71342	275439	3408	3076	2343	0.772887324	0.761703511	21941	493967
SAMPLE	Utg636730	no-zero-phased.vcf	1433	875	354	0	4	96.5	218.75	23	659	875	18489.5	33550	2175	95046	134200	1229	1216	869	0.711960944	0.714638158	95046	184943
SAMPLE	Utg636192	no-zero-phased.vcf	765	550	130	0	3	177	183.3333333	146	227	550	26100	26304.33333	23299	29514	78913	680	668	540	0.808823529	0.808383234	23299	151607
SAMPLE	Utg634676	no-zero-phased.vcf	338	305	5	0	24	8	12.70833333	2	44	305	46697	75462	7834	256249	1811088	310	7	6	0.983870968	0.857142857	95132	2567484
SAMPLE	Utg635202	no-zero-phased.vcf	26042	25544	49	0	2	12772	12772	11874	13670	25544	5720110	5720110	5007835	6432385	11440220	25593	21184	21169	0.998085414	0.999291918	6432385	11469410
SAMPLE	Utg635680	no-zero-phased.vcf	1875	1832	3	0	1	1832	1832	1832	1832	1832	746294	746294	746294	746294	746294	1835	1528	1528	0.998365123	1	746294	747000
SAMPLE	Utg634918	no-zero-phased.vcf	24413	24130	32	0	1	24130	24130	24130	24130	24130	8499603	8499603	8499603	8499603	8499603	24162	20221	20211	0.998675606	0.999505465	8499603	8518131
SAMPLE	Utg636732	no-zero-phased.vcf	1337	784	325	0	3	150	261.3333333	117	517	784	17818	32759.33333	5556	74904	98278	1109	963	752	0.706943192	0.780893043	5556	195159
SAMPLE	Utg635896	no-zero-phased.vcf	79	68	1	0	8	9	8.5	2	16	68	51109	45352.875	8262	84101	362823	69	1	1	0.985507246	1	66131	564358
SAMPLE	Utg634692	no-zero-phased.vcf	50997	49951	88	0	18	10.5	2775.055556	2	49723	49951	35917.5	1285377.333	760	22083272	23136792	50039	41353	41321	0.998241372	0.999226175	22083272	23722762
SAMPLE	Utg637194	no-zero-phased.vcf	668	377	119	0	2	188.5	188.5	71	306	377	41487	41487	14503	68471	82974	496	485	371	0.760080645	0.764948454	68471	95639
